9147
7851	しかる	13
663	しかるに	13
13031	しがない	1
11029	しき	1
9292	しきら	1
824	しきりに	48
1688	しく	7
3644	しくしく	1
9340	しくじっ	3
10928	しこう	1
7644	しごき	1
13152	しずか	1
13432	しそ	1
6878	したがっ	3
12053	したがって	2
11833	したたか	1
5666	したて	1
5401	したり顔	2
10686	しだ	1
8088	しだす	1
12239	しっ	1
7626	しっかり	6
7544	しった	4
9453	しつくし	1
3833	しつけ	1
9415	しつこい	1
9186	しつこく	1
6865	してやり	2
9922	してやる	2
10986	してやれ	1
5798	してやろ	4
12301	しでかす	1
4440	しどころ	1
8322	しな	1
1887	しなび	1
13113	しの	1
4443	しばし	5
4472	しばしば	3
143	しばらく	53
12320	しびれ	1
5576	しま	1
4050	しまい	22
8240	しまいに	12
2363	しまう	46
2117	しまえ	3
4311	しまお	2
184	しまっ	90
2496	しまわ	2
1560	しみ	1
7992	しみじみ	2
2503	しむ	2
3868	しめ	8
4039	しめつける	1
7688	しめて	1
6710	しめる	3
13353	しめん	1
3062	しも	6
9683	しゃがん	2
2102	しゃくい	4
2905	しゃけ	1
1243	しゃべら	1
8632	しゃべり	2
12938	しゃべる	1
12054	しゃも	1
6445	しょ	5
578	しよ	48
2939	しよう	4
892	しようが	5
9218	しら	3
6446	しらじらしく	1
12923	しらべ	2
6229	しる	2
13529	しるし	1
4359	しろ	13
7332	しん	4
7220	しんしん	1
948	じ	13
10885	じい	1
12906	じいさん	4
4716	じき	2
12225	じきに	1
12885	じじい	3
846	じっと	14
12664	じみ	1
21	じめじめ	1
1103	じゃ	424
2841	じゃあ	8
4820	じゃらし	2
10908	じゃれ	1
7792	じゃろ	2
9653	じゃんじゃん	1
2160	じゅう	6
5804	じらし	1
10051	じらせる	1
9670	じりじり	1
12727	じれ	1
12771	じれった	1
12717	じれったい	2
12716	じれったく	1
11400	じろじろ	1
1421	す	61
11072	すい	6
12324	すう	2
7823	すか	4
4076	すかし	3
6771	すき	4
11469	すぎ	1
7350	すぎる	2
2084	すくい	1
2098	すくっ	1
11999	すくなく	1
8091	すくん	6
2096	すぐ	52
8355	すぐさま	3
12178	すこし	2
11388	すこしも	2
1355	すこぶる	33
8886	すさまじい	2
9920	すすめる	1
7710	すそ	1
2784	すっ	5
2803	すっかり	4
10333	すっと	5
7623	すて	1
5715	すてる	1
311	すでに	38
8631	すね	1
8352	すぱすぱ	3
9228	すべ	2
9395	すべからく	2
12077	すべっ	1
2298	すべて	16
4475	すべり	1
13573	すべれ	1
9533	すぼめる	1
6832	すま	6
4839	すまい	1
6663	すまさ	1
670	すまし	29
8605	すまん	1
4014	すみ	2
4607	すむ	8
12665	すも	1
1760	すら	20
2225	すらり	2
11362	すり	2
10680	すり抜け	1
144	する	918
344	すると	60
555	すれ	73
7979	すれすれ	2
9142	すわ	1
4015	すん	19
12152	すんで	1
119	ず	277
12645	ずいぶん	1
6997	ずうずうしい	2
4686	ずかずか	2
13371	ずく	1
4762	ずくめ	3
5699	ずし	3
3817	ずっと	5
1342	ずつ	16
1797	ずらりと	3
11100	ずり	1
1020	ずる	7
9960	ずるい	2
9288	ずるずる	1
7953	ずれ	1
9785	ずん	5
5087	ずんずん	1
129	せ	136
1978	せい	9
9973	せいせい	1
8327	せがれ	2
11519	せき込む	1
5901	せしめ	3
12522	せせこましい	1
847	せっかく	35
9219	せつな	3
12003	せまら	1
11865	せめ	1
1708	せめて	8
2186	せよ	12
664	せら	19
13439	せり	1
3227	せりふ	2
5228	せり出し	3
460	せる	48
2315	せれ	2
8425	せろ	1
12596	せわ	1
9078	せん	2
546	せんだって	44
1148	ぜ	98
11560	ぜひ	3
9924	ぜん	2
5408	そ	4
1182	そい	1
616	そいつ	16
41	そう	507
8018	そうしたら	2
124	そうして	26
4880	そうすると	5
13197	そうなると	1
7735	そげん	2
248	そこ	50
4585	そこそこ	2
1260	そこで	22
1434	そこら	1
1951	そして	6
12572	そそっかしい	2
11546	そそのかさ	1
1261	そそのかし	1
9807	そちら	2
7026	そっち	4
12583	そっちのけ	1
2194	そっと	7
63	その	532
228	そのうち	3
1710	そのまま	6
9756	そのもの	3
6125	その他	6
109	その後	19
7847	その間	4
987	そば	3
7250	そもそも	5
733	そら	13
8616	そらす	2
11589	そり	1
1943	そりゃ	61
5800	そりゃあ	1
8968	そり返っ	1
42	それ	369
1527	それから	76
4016	それだけ	10
1540	それで	68
3063	それでは	11
461	それでも	27
6487	それとなく	2
10828	それとも	1
10985	それどころ	4
1934	それなら	6
2056	それに	12
7199	それにしても	4
1870	それほど	9
239	そろ	2
3371	そろそろ	4
240	そろりと	2
2244	そわそわ	2
383	そん	18
814	そんな	190
1321	そんなに	65
4107	ぞ	16
4327	ぞくぞく	1
11	た	2938
898	たい	138
11612	たいがい	3
11599	たいてい	12
8826	たかい	1
12566	たかく	1
3064	たかっ	5
11260	たかる	1
9771	たき	1
2852	たぎり	8
235	たく	60
179	たくさん	4
10063	たくっ	3
12049	たけ	1
2260	たけれ	5
1422	たしか	18
1034	たしかに	28
1169	たた	2
11924	たたき	1
13169	たたく	1
13079	たたる	1
71	ただ	150
12205	ただいま	1
2041	ただし	7
8173	ただならぬ	1
12425	ただに	1
6121	ただ今	7
1271	たち	15
4328	たちまち	22
1175	たっ	5
3978	たった	13
11628	たった今	1
1157	たって	39
12807	たつ	1
6815	たて	7
11363	たてる	1
9713	たで	1
5741	たとい	8
5039	たとえ	1
13288	たとえば	1
8126	たどっ	1
8929	たなびき	1
11266	たのま	1
4527	たのもしい	5
8439	たのもしく	1
2543	たび	15
3627	たべ	3
3618	たべる	2
4758	たま	10
6750	たまえ	22
4202	たまさか	1
7116	たまたま	2
1586	たまっ	2
5195	たまに	2
3958	たまら	5
844	たまらない	8
11771	たまらなく	1
10687	たまらなくっ	1
6442	たまり	3
7706	たまる	2
665	ため	123
11521	ためし	2
8915	たよ	1
210	たら	254
423	たらし	1
568	たり	63
837	たる	113
9802	たれ	3
9870	たれる	1
1262	たろ	29
9031	たわい	1
5446	たん	5
1268	たんと	2
1343	たんび	11
43	だ	1994
1117	だい	68
110	だいぶ	7
2470	だから	62
3276	だかん	1
8420	だが	1
12576	だき	1
22	だけ	239
12143	だけど	3
3253	だし	11
6643	だす	2
11926	だだっ子	2
2403	だっ	39
687	だって	142
5471	だに	4
3648	だの	8
13287	だまさ	1
2128	だまっ	13
12936	だまる	1
585	だら	19
700	だらけ	8
12038	だらだら	1
8138	だらり	2
569	だり	8
9783	だる	1
8287	だるくっ	1
4698	だれ	15
1102	だろ	259
2629	だんだん	26
2814	ち	9
11842	ちがい	1
8312	ちきり	1
1165	ちっと	11
816	ちっとも	14
811	ちと	35
2943	ちの	4
8721	ちまい	1
12213	ちまう	3
12618	ちまお	1
12357	ちまっ	1
2166	ちゃ	91
2167	ちゃあ	10
7178	ちゃい	1
2233	ちゃん	13
7628	ちゃんちゃん	3
1701	ちゃんと	20
8400	ちょ	1
1940	ちょい	14
2710	ちょいちょい	1
2073	ちょうど	35
8981	ちょき	1
586	ちょっと	168
12411	ちょっとした	1
8097	ちょろちょろ	1
6259	ちょろまかし	1
6133	ちょん	1
5577	ちょん髷	2
8102	ちら	1
4367	ちらちら	1
3431	ちらほら	1
1494	っ	79
11570	っきり	1
6935	っけ	4
8595	っし	2
1146	って	205
1724	っと	4
1878	っぽい	3
5175	っ子	1
3853	つ	26
570	つい	71
